                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    124,                  0.495,                0.33011,                0.86933,                0.98769,                0.98539,                0.99376,                0.93269,                0.38181,                0.25011,                0.82031,              0.0051292,              0.0051292,              0.0051292
                    125,                0.48527,                0.32035,                0.86995,                0.98806,                0.98586,                0.99363,                0.93078,                0.38745,                0.24729,                0.81981,              0.0050896,              0.0050896,              0.0050896
                    126,                0.49287,                0.32006,                0.87243,                0.98912,                0.98575,                0.99365,                 0.9325,                 0.3837,                0.24848,                0.81753,                0.00505,                0.00505,                0.00505
                    127,                0.48915,                0.32243,                0.86959,                0.98682,                0.98795,                0.99361,                0.93164,                0.38217,                0.24807,                0.81882,              0.0050104,              0.0050104,              0.0050104
                    128,                 0.4949,                0.31994,                0.87597,                0.98777,                0.98998,                0.99403,                0.93211,                0.37894,                0.24694,                0.81734,              0.0049708,              0.0049708,              0.0049708
                    129,                0.49333,                0.32001,                0.87334,                0.99242,                0.98686,                0.99403,                0.93022,                0.38266,                0.24871,                0.81737,              0.0049312,              0.0049312,              0.0049312
                    130,                0.48614,                0.31742,                 0.8688,                0.99244,                0.98925,                0.99401,                0.92989,                0.38219,                0.24437,                0.81826,              0.0048916,              0.0048916,              0.0048916
                    131,                0.48816,                0.31752,                0.87111,                0.99054,                0.98738,                0.99396,                0.93423,                0.36908,                0.24252,                0.81564,               0.004852,               0.004852,               0.004852
                    132,                0.47927,                0.31786,                0.86441,                 0.9896,                0.98618,                0.99396,                0.93376,                0.37226,                0.24498,                0.81459,              0.0048124,              0.0048124,              0.0048124
                    133,                0.48146,                0.31656,                0.86758,                0.98958,                0.98539,                0.99355,                0.93238,                0.37936,                 0.2414,                0.81651,              0.0047728,              0.0047728,              0.0047728
                    134,                0.48642,                0.31271,                0.86673,                0.99101,                0.98633,                0.99402,                0.92949,                0.38661,                0.24423,                0.81654,              0.0047332,              0.0047332,              0.0047332
                    135,                 0.4893,                0.31295,                0.86657,                 0.9853,                0.98963,                0.99406,                0.93274,                0.37325,                0.24303,                0.81458,              0.0046936,              0.0046936,              0.0046936
                    136,                0.47272,                0.31456,                0.86409,                0.99055,                0.98837,                0.99411,                0.93494,                0.37116,                0.24196,                0.81484,               0.004654,               0.004654,               0.004654
                    137,                0.48162,                0.31287,                0.86587,                0.99197,                0.98944,                0.99422,                0.93734,                0.36836,                0.23863,                0.81334,              0.0046144,              0.0046144,              0.0046144
                    138,                0.47978,                0.31251,                0.86611,                0.99104,                0.99011,                0.99414,                0.93523,                0.37382,                 0.2385,                0.81429,              0.0045748,              0.0045748,              0.0045748
                    139,                0.47605,                0.30846,                0.87115,                0.98515,                0.99199,                0.99426,                0.93511,                0.37626,                0.24365,                0.81636,              0.0045352,              0.0045352,              0.0045352
                    140,                0.47632,                0.31629,                0.86404,                0.99238,                0.98775,                0.99443,                0.93806,                0.37075,                0.23784,                0.81555,              0.0044956,              0.0044956,              0.0044956
                    141,                0.47547,                0.30861,                0.85935,                0.98591,                0.98957,                0.99418,                0.93751,                0.36803,                0.23834,                0.81312,               0.004456,               0.004456,               0.004456
                    142,                0.47953,                0.30986,                0.86193,                0.99242,                 0.9876,                0.99425,                0.93758,                0.36592,                0.23644,                0.81226,              0.0044164,              0.0044164,              0.0044164
                    143,                0.47712,                0.31096,                0.86227,                0.99304,                0.98728,                0.99439,                0.94012,                0.36422,                0.23342,                0.81171,              0.0043768,              0.0043768,              0.0043768
                    144,                0.46885,                0.30279,                0.86415,                0.99383,                0.98706,                0.99442,                0.93555,                0.36541,                0.23469,                0.81157,              0.0043372,              0.0043372,              0.0043372
                    145,                0.47162,                0.30336,                0.86467,                0.99042,                0.99199,                0.99437,                0.93941,                0.36308,                0.23152,                0.81242,              0.0042976,              0.0042976,              0.0042976
                    146,                0.47795,                0.30646,                0.87431,                0.99157,                0.99105,                0.99431,                0.93993,                0.36388,                0.23343,                0.81104,               0.004258,               0.004258,               0.004258
                    147,                0.47503,                0.30541,                0.86074,                0.99148,                0.99152,                0.99418,                 0.9395,                0.36543,                0.23518,                0.81232,              0.0042184,              0.0042184,              0.0042184
                    148,                0.47388,                0.30487,                0.86292,                0.98838,                0.99387,                0.99436,                0.93623,                0.36281,                 0.2332,                0.81089,              0.0041788,              0.0041788,              0.0041788
                    149,                0.45671,                0.30007,                0.86194,                0.98827,                 0.9926,                0.99413,                0.93572,                0.35994,                0.23321,                0.81197,              0.0041392,              0.0041392,              0.0041392
                    150,                0.46615,                0.30202,                0.86134,                0.99106,                0.99246,                0.99413,                0.93652,                0.36763,                 0.2364,                0.81304,              0.0040996,              0.0040996,              0.0040996
                    151,                0.46857,                0.30393,                0.85857,                0.99245,                0.99143,                0.99435,                0.93897,                0.35901,                0.23095,                0.81167,                0.00406,                0.00406,                0.00406
                    152,                0.46305,                0.29923,                0.85964,                0.98967,                0.99352,                0.99434,                0.94008,                 0.3579,                0.22797,                0.81128,              0.0040204,              0.0040204,              0.0040204
                    153,                0.47386,                0.29959,                0.86395,                0.99013,                0.99257,                0.99435,                0.93905,                 0.3614,                0.22625,                0.81052,              0.0039808,              0.0039808,              0.0039808
                    154,                0.46787,                0.29831,                 0.8594,                0.99013,                0.99308,                 0.9944,                0.93879,                0.36353,                0.22874,                0.81079,              0.0039412,              0.0039412,              0.0039412
                    155,                0.46213,                0.29602,                0.85761,                0.99246,                0.99293,                0.99437,                0.94256,                0.35735,                0.22618,                0.80937,              0.0039016,              0.0039016,              0.0039016
                    156,                0.46676,                0.29926,                  0.863,                 0.9934,                0.98822,                0.99428,                0.94031,                0.35427,                0.22327,                0.80997,               0.003862,               0.003862,               0.003862
                    157,                0.46714,                 0.3004,                0.86257,                0.99298,                0.99199,                0.99461,                0.94213,                0.35436,                0.22113,                0.80942,              0.0038224,              0.0038224,              0.0038224
                    158,                0.45483,                0.29229,                0.85943,                0.99432,                0.99082,                0.99473,                0.94164,                0.35275,                0.22514,                0.80797,              0.0037828,              0.0037828,              0.0037828
                    159,                0.46722,                0.29796,                0.86201,                0.99558,                0.98775,                0.99471,                0.94285,                0.34958,                0.22623,                0.80666,              0.0037432,              0.0037432,              0.0037432
                    160,                0.46173,                0.30193,                0.86026,                0.99481,                0.99369,                0.99462,                0.94057,                0.35592,                0.22696,                0.80814,              0.0037036,              0.0037036,              0.0037036
                    161,                0.46645,                0.29427,                0.86254,                0.98873,                0.99262,                0.99454,                0.94223,                0.35159,                0.22279,                0.80828,               0.003664,               0.003664,               0.003664
                    162,                0.46408,                 0.2938,                0.86546,                0.99161,                0.99434,                0.99456,                 0.9416,                0.35157,                0.22301,                0.80836,              0.0036244,              0.0036244,              0.0036244
                    163,                0.45396,                0.29119,                0.86213,                 0.9911,                 0.9966,                0.99453,                0.94531,                0.34929,                0.22256,                0.80728,              0.0035848,              0.0035848,              0.0035848
                    164,                0.46492,                 0.2971,                0.85562,                0.99196,                0.99576,                0.99467,                0.94302,                0.35034,                 0.2232,                0.80751,              0.0035452,              0.0035452,              0.0035452
                    165,                0.45967,                0.29536,                0.86075,                 0.9901,                0.98942,                0.99458,                 0.9404,                0.35618,                 0.2273,                0.80923,              0.0035056,              0.0035056,              0.0035056
                    166,                 0.4568,                0.29174,                0.85943,                0.99547,                 0.9901,                0.99466,                0.94505,                0.34939,                0.21997,                0.80644,               0.003466,               0.003466,               0.003466
                    167,                0.45505,                0.29178,                 0.8609,                0.99255,                0.99152,                0.99451,                0.94598,                0.34649,                0.21829,                0.80601,              0.0034264,              0.0034264,              0.0034264
                    168,                0.43662,                0.28363,                0.85777,                0.99386,                0.99187,                0.99465,                0.94801,                0.34428,                0.21842,                0.80506,              0.0033868,              0.0033868,              0.0033868
                    169,                0.45609,                0.29083,                0.86075,                0.99323,                0.99152,                0.99443,                0.94841,                0.34153,                0.21873,                0.80463,              0.0033472,              0.0033472,              0.0033472
                    170,                0.44879,                0.29026,                0.85633,                0.99342,                0.99558,                0.99467,                0.94714,                0.34153,                0.21843,                 0.8048,              0.0033076,              0.0033076,              0.0033076
                    171,                0.44698,                0.28629,                0.85454,                0.99246,                0.99302,                0.99466,                0.94452,                0.34893,                0.21906,                0.80791,               0.003268,               0.003268,               0.003268
                    172,                0.44667,                0.28807,                0.85843,                 0.9955,                0.99293,                0.99467,                0.94377,                0.35136,                0.21774,                0.80862,              0.0032284,              0.0032284,              0.0032284
                    173,                0.44617,                0.28912,                0.85419,                0.99373,                0.99246,                0.99464,                0.94359,                 0.3505,                0.21837,                0.80757,              0.0031888,              0.0031888,              0.0031888
                    174,                0.44888,                0.28547,                0.85648,                0.99626,                0.99057,                0.99474,                 0.9472,                0.34517,                0.21821,                0.80502,              0.0031492,              0.0031492,              0.0031492
                    175,                0.45022,                0.28796,                0.85378,                0.99155,                0.99572,                0.99469,                0.94885,                0.33758,                0.21375,                0.80309,              0.0031096,              0.0031096,              0.0031096
                    176,                 0.4393,                0.28454,                 0.8567,                0.99575,                0.99334,                0.99469,                0.94872,                0.33648,                0.21372,                0.80358,                0.00307,                0.00307,                0.00307
                    177,                0.43977,                0.28324,                0.85401,                0.99452,                0.99199,                0.99472,                0.94887,                0.33589,                0.21262,                0.80328,              0.0030304,              0.0030304,              0.0030304
                    178,                0.44586,                0.28519,                0.85345,                0.99385,                 0.9908,                0.99472,                0.94523,                0.34454,                0.21625,                0.80477,              0.0029908,              0.0029908,              0.0029908
                    179,                0.43585,                0.27715,                0.84873,                0.99174,                0.99293,                0.99469,                0.94435,                0.34445,                0.21839,                0.80388,              0.0029512,              0.0029512,              0.0029512
                    180,                0.44269,                0.27847,                0.85713,                 0.9962,                0.99293,                0.99473,                0.94758,                0.33774,                0.21227,                0.80347,              0.0029116,              0.0029116,              0.0029116
                    181,                0.44352,                0.28115,                0.85172,                0.99434,                 0.9926,                0.99475,                0.94538,                0.34713,                0.21363,                0.80553,               0.002872,               0.002872,               0.002872
                    182,                0.44506,                0.28249,                0.85313,                0.99595,                0.99434,                0.99471,                0.94997,                 0.3348,                0.21234,                0.80147,              0.0028324,              0.0028324,              0.0028324
                    183,                 0.4461,                0.28179,                0.85288,                0.99576,                0.99434,                0.99466,                0.94747,                0.33852,                0.21107,                0.80309,              0.0027928,              0.0027928,              0.0027928
                    184,                0.44833,                0.28418,                0.85604,                0.99531,                0.99199,                0.99467,                0.94799,                0.33423,                0.21225,                0.80064,              0.0027532,              0.0027532,              0.0027532
                    185,                0.43612,                0.27646,                0.85536,                0.99689,                0.99057,                0.99469,                0.95105,                0.33039,                 0.2097,                0.80061,              0.0027136,              0.0027136,              0.0027136
                    186,                0.44131,                 0.2829,                0.85173,                0.99574,                0.99233,                0.99468,                 0.9493,                0.33155,                0.21127,                0.79983,               0.002674,               0.002674,               0.002674
                    187,                0.43905,                 0.2786,                0.85077,                0.99351,                 0.9934,                 0.9947,                0.94769,                0.33106,                0.20742,                0.79988,              0.0026344,              0.0026344,              0.0026344
                    188,                0.43972,                0.27823,                0.85374,                 0.9968,                0.99293,                0.99469,                0.94906,                0.33314,                0.20857,                0.80033,              0.0025948,              0.0025948,              0.0025948
                    189,                0.43698,                0.27988,                0.85312,                0.99574,                0.99252,                0.99467,                0.94936,                0.33417,                0.20699,                0.80058,              0.0025552,              0.0025552,              0.0025552
                    190,                0.43362,                0.27549,                0.85166,                0.99331,                0.99434,                0.99471,                0.95026,                0.33283,                0.20748,                0.80162,              0.0025156,              0.0025156,              0.0025156
                    191,                0.43692,                0.27675,                0.85159,                0.99616,                 0.9934,                0.99473,                0.95271,                0.32801,                0.20822,                 0.8003,               0.002476,               0.002476,               0.002476
                    192,                0.42109,                0.26951,                0.84838,                0.99539,                0.99387,                0.99472,                0.95096,                0.32707,                0.20547,                 0.8003,              0.0024364,              0.0024364,              0.0024364
                    193,                0.43238,                0.27531,                0.85174,                0.99611,                0.99434,                0.99476,                0.95142,                0.32965,                0.20457,                0.80035,              0.0023968,              0.0023968,              0.0023968
                    194,                0.43143,                0.27223,                0.84925,                0.99623,                0.99514,                0.99472,                0.95341,                0.32919,                0.20337,                0.80013,              0.0023572,              0.0023572,              0.0023572
                    195,                0.44279,                0.27716,                 0.8536,                0.99628,                0.99293,                0.99466,                0.95381,                0.32253,                 0.2046,                0.79891,              0.0023176,              0.0023176,              0.0023176
                    196,                0.43395,                0.27354,                0.85132,                0.99669,                0.99239,                0.99471,                0.95111,                0.32388,                0.20385,                 0.7996,               0.002278,               0.002278,               0.002278
                    197,                0.42664,                 0.2737,                0.84804,                0.99575,                0.99333,                0.99474,                0.95467,                0.32198,                0.20292,                0.79871,              0.0022384,              0.0022384,              0.0022384
                    198,                0.42262,                0.26722,                0.84877,                0.99468,                0.99482,                0.99476,                0.95375,                 0.3248,                0.20196,                0.79907,              0.0021988,              0.0021988,              0.0021988
                    199,                0.42439,                0.27005,                0.84748,                0.99498,                0.99529,                0.99473,                0.95105,                0.32442,                0.20324,                 0.7988,              0.0021592,              0.0021592,              0.0021592
                    200,                0.42835,                0.27064,                0.84742,                0.99482,                0.99566,                0.99476,                0.95463,                0.32197,                0.20325,                0.79749,              0.0021196,              0.0021196,              0.0021196
                    201,                0.43229,                0.27318,                0.84955,                 0.9954,                0.99529,                0.99482,                0.95577,                0.31651,                0.20052,                0.79666,                0.00208,                0.00208,                0.00208
                    202,                0.43406,                0.27005,                0.84648,                0.99683,                0.99529,                0.99482,                0.95698,                0.31521,                0.20171,                0.79627,              0.0020404,              0.0020404,              0.0020404
                    203,                0.42543,                0.27087,                0.84954,                0.99763,                0.99188,                0.99478,                0.95444,                0.31753,                0.20125,                0.79649,              0.0020008,              0.0020008,              0.0020008
                    204,                0.42387,                0.26681,                0.84894,                0.99576,                0.99577,                0.99473,                0.95375,                0.31577,                0.19872,                 0.7961,              0.0019612,              0.0019612,              0.0019612
                    205,                0.41937,                0.26398,                0.84484,                0.99764,                 0.9966,                 0.9947,                 0.9519,                0.31611,                0.19915,                0.79618,              0.0019216,              0.0019216,              0.0019216
                    206,                0.41823,                0.26497,                0.84747,                0.99638,                0.99529,                0.99469,                0.95624,                0.31513,                0.19923,                 0.7955,               0.001882,               0.001882,               0.001882
                    207,                0.41649,                 0.2632,                0.84512,                0.99665,                0.99623,                0.99471,                0.95661,                0.31447,                0.19781,                0.79632,              0.0018424,              0.0018424,              0.0018424
                    208,                0.42239,                0.26575,                0.85026,                0.99697,                0.99387,                0.99472,                0.95522,                0.31485,                0.19732,                 0.7964,              0.0018028,              0.0018028,              0.0018028
                    209,                0.41942,                0.26269,                0.84607,                0.99576,                0.99508,                0.99471,                0.95335,                0.31335,                0.19844,                0.79573,              0.0017632,              0.0017632,              0.0017632
                    210,                0.41745,                 0.2651,                0.84683,                0.99717,                0.99653,                0.99475,                0.95539,                0.31333,                0.19774,                0.79554,              0.0017236,              0.0017236,              0.0017236
                    211,                0.42051,                0.26389,                0.85103,                0.99648,                0.99529,                0.99477,                0.95658,                0.31231,                0.19722,                0.79522,               0.001684,               0.001684,               0.001684
                    212,                0.41359,                0.25915,                0.84391,                0.99717,                0.99654,                0.99485,                0.95936,                0.30702,                0.19342,                 0.7939,              0.0016444,              0.0016444,              0.0016444
                    213,                0.41979,                0.26311,                0.84551,                0.99762,                0.99387,                0.99496,                0.95988,                0.30872,                0.19618,                0.79424,              0.0016048,              0.0016048,              0.0016048
                    214,                0.41836,                0.26049,                0.84755,                0.99679,                0.99246,                0.99497,                0.95832,                0.30776,                0.19585,                0.79374,              0.0015652,              0.0015652,              0.0015652
                    215,                0.41103,                0.25801,                0.84476,                0.99716,                0.99412,                0.99482,                0.95746,                0.30817,                0.19498,                0.79298,              0.0015256,              0.0015256,              0.0015256
                    216,                0.41281,                0.25947,                0.84567,                0.99717,                0.99477,                0.99483,                0.95916,                0.30484,                0.19239,                 0.7923,               0.001486,               0.001486,               0.001486
                    217,                0.41686,                0.26159,                0.84834,                0.99732,                0.99576,                0.99482,                0.95915,                0.30431,                0.19405,                0.79232,              0.0014464,              0.0014464,              0.0014464
                    218,                0.41112,                0.25678,                0.84314,                0.99717,                0.99652,                 0.9947,                0.95875,                0.30689,                0.19498,                0.79335,              0.0014068,              0.0014068,              0.0014068
                    219,                0.41444,                0.26115,                 0.8441,                0.99728,                0.99482,                0.99477,                0.95872,                0.30478,                0.19403,                0.79273,              0.0013672,              0.0013672,              0.0013672
                    220,                0.41482,                0.25732,                0.84642,                0.99669,                0.99442,                0.99487,                0.96075,                0.30212,                0.19233,                0.79224,              0.0013276,              0.0013276,              0.0013276
                    221,                0.40765,                0.25584,                0.84527,                0.99703,                 0.9967,                0.99491,                0.96086,                0.30347,                0.19154,                0.79232,               0.001288,               0.001288,               0.001288
                    222,                 0.4203,                0.26542,                0.84459,                 0.9967,                0.99543,                0.99497,                0.96057,                0.30445,                0.19282,                0.79269,              0.0012484,              0.0012484,              0.0012484
                    223,                0.40631,                0.25435,                0.84243,                0.99717,                0.99703,                0.99496,                0.96006,                0.30535,                0.19219,                0.79284,              0.0012088,              0.0012088,              0.0012088
                    224,                 0.4156,                0.25786,                0.84613,                0.99717,                0.99675,                0.99487,                 0.9599,                0.30184,                0.19149,                0.79138,              0.0011692,              0.0011692,              0.0011692
                    225,                0.41587,                0.25977,                0.84191,                0.99607,                0.99576,                0.99487,                0.96035,                0.30179,                0.19072,                0.79099,              0.0011296,              0.0011296,              0.0011296
                    226,                0.40891,                0.25507,                0.84277,                0.99623,                0.99656,                0.99489,                0.96097,                0.29871,                0.18956,                0.79046,                0.00109,                0.00109,                0.00109
                    227,                0.40297,                 0.2524,                 0.8431,                0.99795,                0.99623,                0.99491,                0.96109,                0.29733,                0.18855,                0.79077,              0.0010504,              0.0010504,              0.0010504
                    228,                0.39961,                0.25181,                0.84238,                0.99858,                0.99696,                0.99486,                0.96205,                0.29523,                 0.1863,                0.79051,              0.0010108,              0.0010108,              0.0010108
                    229,                0.40692,                0.25657,                0.84861,                0.99529,                0.99568,                0.99485,                0.96239,                0.29582,                0.18767,                0.79088,              0.0009712,              0.0009712,              0.0009712
                    230,                0.40306,                0.25256,                0.84066,                0.99702,                0.99576,                0.99486,                 0.9618,                0.29595,                 0.1883,                0.79039,              0.0009316,              0.0009316,              0.0009316
                    231,                0.40685,                0.25379,                0.84216,                 0.9967,                0.99742,                0.99487,                0.96035,                0.29509,                0.18804,                0.79026,               0.000892,               0.000892,               0.000892
                    232,                0.40288,                0.25327,                0.83942,                0.99717,                0.99646,                0.99486,                0.96063,                0.29614,                 0.1882,                0.79006,              0.0008524,              0.0008524,              0.0008524
                    233,                0.40399,                0.25065,                0.83947,                0.99764,                 0.9961,                 0.9949,                0.96069,                 0.2938,                0.18802,                0.79016,              0.0008128,              0.0008128,              0.0008128
                    234,                0.41236,                0.25481,                0.84184,                0.99858,                0.99555,                0.99495,                0.96309,                0.29274,                0.18696,                0.78994,              0.0007732,              0.0007732,              0.0007732
                    235,                0.40328,                0.25247,                0.84042,                0.99858,                0.99617,                  0.995,                0.96286,                0.29211,                0.18662,                0.78936,              0.0007336,              0.0007336,              0.0007336
                    236,                0.39022,                 0.2478,                0.84295,                0.99811,                0.99614,                0.99497,                0.96374,                0.29195,                0.18497,                0.78949,               0.000694,               0.000694,               0.000694
                    237,                0.39669,                0.25113,                0.84102,                0.99717,                0.99698,                0.99499,                0.96321,                 0.2904,                0.18474,                0.78938,              0.0006544,              0.0006544,              0.0006544
                    238,                0.39951,                0.24966,                0.83965,                0.99836,                0.99623,                  0.995,                0.96215,                0.28939,                0.18483,                0.78913,              0.0006148,              0.0006148,              0.0006148
                    239,                0.39784,                0.24837,                 0.8411,                0.99778,                0.99576,                  0.995,                0.96267,                 0.2887,                0.18434,                0.78888,              0.0005752,              0.0005752,              0.0005752
                    240,                0.38095,                0.24084,                0.82203,                0.99391,                0.99576,                0.99498,                0.95771,                0.30006,                0.19214,                0.79148,              0.0005356,              0.0005356,              0.0005356
                    241,                0.37017,                0.22753,                0.82171,                0.99595,                0.99387,                0.99496,                0.95492,                0.30451,                0.19708,                0.79254,               0.000496,               0.000496,               0.000496
                    242,                0.35699,                0.22222,                0.81474,                0.99717,                 0.9964,                0.99497,                0.95709,                0.30452,                0.19451,                0.79215,              0.0004564,              0.0004564,              0.0004564
                    243,                0.36028,                0.21964,                0.81727,                0.99764,                0.99713,                0.99499,                0.95828,                0.30138,                0.19098,                0.79193,              0.0004168,              0.0004168,              0.0004168
                    244,                0.35969,                0.22137,                0.81119,                0.99623,                0.99694,                0.99498,                0.95797,                0.29993,                0.18931,                0.79144,              0.0003772,              0.0003772,              0.0003772
                    245,                0.36297,                0.22104,                0.81347,                0.99591,                 0.9967,                0.99499,                0.95861,                0.29897,                0.18914,                0.79109,              0.0003376,              0.0003376,              0.0003376
                    246,                0.35712,                0.22288,                0.81089,                0.99764,                0.99572,                0.99499,                0.95967,                 0.2975,                0.18888,                0.79072,               0.000298,               0.000298,               0.000298
                    247,                0.34543,                 0.2146,                0.80925,                0.99663,                0.99576,                0.99499,                0.96065,                0.29556,                0.18659,                   0.79,              0.0002584,              0.0002584,              0.0002584
                    248,                0.35115,                0.21662,                0.81152,                0.99576,                0.99666,                0.99498,                0.96032,                0.29455,                0.18654,                0.78976,              0.0002188,              0.0002188,              0.0002188
                    249,                 0.3582,                 0.2184,                0.81372,                0.99576,                0.99709,                0.99498,                0.95984,                0.29302,                0.18512,                0.78957,              0.0001792,              0.0001792,              0.0001792
